x, y
-62.53703880855279, 0.7287510817613059
-59.605443065800166, 0.850702301273501
-56.869287039231054, 1.0539543337938262
-54.32857072884545, 1.3791575858263465
-51.983294134643344, 1.7653364476149644
-49.24713810807423, 2.0702144963954523
-46.31554236532161, 2.517368967940168
-44.165705487303015, 2.8222470167206555
-41.4295494607339, 3.0661494557450455
-38.69339343416479, 3.1677754720052085
-36.348116839962685, 3.0458242524930133
-33.41652109721007, 2.801921813468623
-31.266684219191475, 2.517368967940168
-28.530528192622363, 2.2124909191596798
-25.79437216605325, 1.9279380736312246
-23.449095571851146, 1.5620844150946391
-21.103818977649055, 1.2572063663141515
-18.17222323489642, 1.1149299435499238
-15.631506924510816, 1.2165559598100864
-12.895350897941697, 1.5214340085905742
-10.550074303739606, 2.0498892931434196
-7.813918277170487, 2.6393201874523626
-5.077762250601381, 3.0051738459889483
-2.146166507848747, 3.310051894769436
0.0036703701698286295, 3.675905553306021
2.7398263967389482, 5.046181097263243
5.280542707124553, 7.485205487507145
7.821259017510158, 8.989270528157553
10.361975327895763, 8.115286788320153
13.09904986387322, 6.312249656615219
15.639766174258838, 4.767534209460747
17.98504276846093, 3.832574859867251
20.91663851121355, 3.3041195753144055
23.457354821599154, 2.7959894940135923
25.60719169961773, 2.4504610387290398
28.538787442370378, 2.2065585997046493
30.688624320388953, 2.1455829899485517
33.62022006314159, 2.1455829899485517
38.50621296772928, 2.1659081932005844
41.63324842666543, 2.247209006208714
43.97852502086752, 2.247209006208714
46.51924133125314, 2.226883802956682
49.22034190946198, 2.246807687650851
51.7610582198476, 2.2874580941549163
54.30177453023319, 2.2671328909028836
56.84249084061881, 2.206157281146786
59.18776743482093, 2.1045312648866235
62.11936317757352, 1.9216044356183308
64.66007948795914, 1.698027199845973
66.80991636597773, 1.4947751673256477
69.74151210873035, 1.230547525049225
72.08678870293247, 0.9866450860248348
75.01838444568509, 0.8443686632606072
77.36366103988718, 0.7630678502524771
79.9043773502728, 0.7427426470004446
82.24965394447489, 0.7020922404963795
84.985809971044, 0.7224174437484121
87.72196599761313, 0.7833930535045096
