x, y
-61.6555549317317, 1.1302377137187447
-59.23944784982865, 1.2474625844848024
-57.02468302475085, 1.498658736126352
-54.00454917237203, 1.8000941180962133
-51.387099833643724, 2.1517687303943847
-48.970992751740674, 2.3862184719264983
-46.35354341301236, 2.486696932583119
-43.736094074284054, 2.4532041123642454
-41.11864473555575, 2.4197112921453723
-38.70253765365269, 2.4029648820359353
-36.08508831492439, 2.3862184719264983
-33.668981233021334, 2.352725651707625
-31.051531894293028, 2.3694720618170613
-28.434082555564714, 2.469950522473682
-25.61529096001115, 2.654161033677486
-23.1991838781081, 2.905357185319036
-20.78307679620505, 3.3240174380549545
-17.892972388373835, 3.950869431278741
-15.074180792820272, 4.687711476093957
-12.859415967742478, 5.424553520909172
-10.443308885839414, 5.9604386444111475
-7.624517290285851, 6.094409925286641
-5.208410208382801, 5.69249608266016
-2.3896186128292385, 5.089625318720438
0.22783072589906794, 4.704457886203393
2.643937807802118, 4.804936346860014
5.462729403355681, 4.92216121762607
7.878836485258745, 3.984362251497615
10.46493669696305, 2.4214800703859956
12.8810437788661, 1.4836811042575406
15.699835374419663, 1.1822457222876792
18.115942456322713, 1.0650208515216213
20.73339179505102, 1.0315280313027495
23.35084113377934, 1.165499312178243
25.89632020107838, 1.3999490537103567
28.513769539806688, 1.6846380255707802
31.131218878534995, 2.0530590479783877
33.547325960438044, 2.505212120933179
36.36611755599161, 2.873633143340787
38.98356689471993, 2.8903795534502237
41.39967397662298, 2.5889441714803625
43.963850690635866, 2.303324559580593
46.78264228618943, 2.0353819978296057
49.19874936809248, 1.8176786664069278
52.2188832204713, 1.683707385531434
54.63499030237435, 1.5162432844370666
56.84975512745214, 1.3990184136710107
59.668546723005704, 1.3822720035615745
62.48733831855927, 1.2315543125766428
64.70210314363706, 1.0138509811539653
67.11821022554014, 0.8631332901690356
70.33968633474419, 0.7291620092935418
72.35310890299675, 0.5449514980897382
74.97055824172506, 0.4277266273236805
77.99069209410388, 0.3774873969953706
80.20545691918167, 0.3272481666670606
82.62156400108472, 0.3272481666670606
85.44035559663828, 0.3105017565576246
88.25914719219185, 0.2770089363387507
